n_seed,n_tree,idx_test,beta_ATE_coef,beta_ATE_p,beta_ITE_coef,beta_ITE_p,recov_coef,recov_p,duration
2,1000,23,1.025076299,8.54E-63,1.884729728,1.48E-08,0.484252735,6.37E-60,70.69
2,1000,24,1.028540634,2.28E-57,2.253339768,6.81E-18,0.51173529,7.75E-68,81.62
2,1000,25,1.039728224,2.39E-65,1.979084277,2.46E-12,0.544689426,2.47E-78,75.04
2,1000,26,1.008876249,2.73E-67,1.954515544,3.12E-11,0.554784242,8.65E-82,77.43
2,1000,27,1.005792945,1.68E-57,2.095690577,3.83E-15,0.542543452,1.29E-77,76.63
2,1000,28,1.009081733,2.22E-58,1.710001244,4.79E-09,0.558461254,4.46E-83,78.36
2,1000,29,1.034146645,3.15E-57,2.090539213,3.04E-12,0.515659552,5.00E-69,77.44
2,1000,30,0.996914675,4.48E-56,1.813838108,2.52E-07,0.502432678,4.46E-65,70.6
2,1000,31,1.026408581,4.60E-59,2.123761564,9.72E-13,0.576960222,8.26E-90,86.86
2,1000,32,1.05449713,5.00E-55,1.782039012,6.05E-08,0.520184692,2.03E-70,67.75
2,1000,33,1.028532126,1.57E-59,1.849948228,5.33E-06,0.505355011,6.19E-66,70.3
2,1000,34,1.026722049,2.14E-52,2.420484723,1.26E-10,0.501948795,6.18E-65,72.52
2,1000,35,1.018181359,1.59E-64,1.968399642,3.54E-11,0.515387382,6.06E-69,70.39
2,1000,36,1.018556429,3.13E-65,1.917204347,2.50E-10,0.571960524,6.01E-88,74.45
2,1000,37,1.030038047,1.29E-60,1.909564438,1.15E-09,0.562697314,1.40E-84,76.47
2,1000,38,1.038908163,2.46E-59,2.118434676,8.39E-16,0.576199602,1.59E-89,76.98
2,1000,39,1.036616615,2.71E-46,1.840479778,5.83E-08,0.597286064,1.02E-97,74.78
2,1000,40,1.032257258,1.42E-59,1.865798573,6.58E-09,0.504558562,1.06E-65,73.21
2,1000,41,1.019925907,4.12E-75,1.817270037,2.68E-07,0.528953153,3.54E-73,78.56
2,1000,42,1.007603007,2.58E-66,2.211788768,1.32E-11,0.546032524,8.70E-79,67.81
2,1000,43,1.025031948,2.76E-60,1.950332913,7.86E-10,0.576493877,1.24E-89,62.69
2,1000,44,1.045630382,1.23E-59,1.949008503,9.01E-10,0.480380306,7.29E-59,70.41
2,1000,45,1.04501958,3.10E-58,1.801441981,2.29E-06,0.537782361,4.89E-76,64.79
2,1000,46,1.010814568,2.91E-60,2.113461168,1.07E-09,0.528374828,5.42E-73,64.21
2,1000,47,1.02893569,8.20E-60,1.654576142,8.13E-07,0.502204257,5.20E-65,67.14
2,1000,48,1.027268306,1.67E-68,2.003573423,4.44E-10,0.574400373,7.49E-89,95.04
2,1000,49,1.009196097,1.47E-66,2.055363809,4.28E-09,0.56460772,2.88E-85,80.54
2,1000,50,0.997183567,1.78E-57,1.809681666,6.80E-14,0.488214768,5.10E-61,80.95
2,2000,1,1.02853875,4.84E-56,2.186014241,3.58E-08,0.564429345,3.34E-85,91.34
2,2000,2,1.01807627,1.70E-66,2.00314294,9.55E-10,0.534818443,4.56E-75,81.49
2,2000,3,1.026956829,5.00E-62,2.104177378,1.36E-13,0.451102208,2.75E-51,71.34
2,2000,4,1.022446756,5.74E-59,1.999047115,3.12E-09,0.584544984,1.07E-92,91.64
2,2000,5,1.039977216,3.54E-55,1.840032579,5.48E-07,0.577720236,4.28E-90,93
2,2000,6,1.019367384,1.93E-61,2.014983799,5.97E-10,0.558433795,4.56E-83,107.02
2,2000,7,1.027843633,2.39E-54,2.143682573,1.53E-07,0.556905627,1.57E-82,99.79
2,2000,8,1.032225035,1.11E-60,2.047424177,7.69E-10,0.53363216,1.11E-74,81.3
2,2000,9,1.083805069,7.80E-64,1.972465164,1.04E-11,0.509676106,3.22E-67,83.13
2,2000,10,1.004923618,3.20E-58,2.250637384,3.63E-14,0.528405218,5.30E-73,94.67
2,2000,11,1.016967867,7.03E-63,1.923208252,1.77E-10,0.549076465,8.04E-80,91.28
2,2000,12,1.029193568,1.05E-64,2.146378907,1.58E-09,0.527757409,8.52E-73,84.19
2,2000,13,1.015425412,1.64E-63,1.958910629,7.06E-12,0.562840628,1.24E-84,95.71
2,2000,14,1.015487568,3.69E-60,1.876638033,4.14E-14,0.481909176,2.80E-59,76.43
2,2000,15,1.012214807,4.04E-61,2.21936858,4.57E-11,0.577728863,4.25E-90,103.45
2,2000,16,1.033022961,3.55E-57,2.016536619,2.89E-09,0.604705771,9.45E-101,102.89
2,2000,17,1.041105395,8.86E-61,2.05874632,8.50E-09,0.584142628,1.53E-92,97.83
2,2000,18,1.026476495,4.05E-58,1.903316023,1.22E-08,0.500289333,1.88E-64,78.59
2,2000,19,1.020912183,9.13E-55,1.94202631,4.39E-09,0.535586275,2.56E-75,78.92
2,2000,20,0.99815887,3.31E-59,1.94794036,1.36E-10,0.564411787,3.39E-85,84.6
2,2000,21,1.021191922,7.93E-59,2.200923207,7.14E-13,0.552587204,5.00E-81,88.72
2,2000,22,1.014057756,3.45E-69,2.133566984,4.47E-14,0.596370443,2.37E-97,101.04
2,2000,23,1.030100021,2.35E-59,2.128607636,5.26E-12,0.55352678,2.37E-81,89.13
